FID,t_nr,vejnavn,beskrivelse,husnummer,type,taelling_type,ktj_7_19,tung_pct,aadt_koretojer,hvdt_koretojer,cykler_7_19,ladcykler_pct,aadt_cykler,hvdt_cykler,fod_7_19,aadt_fod_7_19,hvdt_fod_7_19,fod_7_21,aadt_fod_7_21,hvdt_fod_7_21,fod_7_24,aadt_fod_7_24,hvdt_fod_7_24,aadt_fod_label,taelle_dato,aar,link,tung_pct_real,ladcykler_pct_real,lastbiler_7_19,lastbiler_pct,elloebehjul_7_19,elloebehjul_pct,wkb_geometry
trafiktaelling.81,113,Frederiksberggade,nordøst for Rådhuspladsen,27 eller 38,3,Andre faste tællinger,54,,100,100,701,,700,900,27904,32600,33800,,,,,,,32600,20180620,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/anxm1jbeV3.pdf,,,,,,,POINT (12.569758490421112 55.67664988074274)
trafiktaelling.82,117,Frederikssundsvej,øst for Frederiksborgvej,27,3,Andre faste tællinger,7150,"12,6",8400,9400,13071,"1,7",13500,15900,,,,,,,,,,,20160526,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/esORbZzjTp.pdf,12.60000038,1.70000005,97,,,,POINT (12.53403496752496 55.70169207674738)
trafiktaelling.83,120,Frederikssundsvej,øst for Brønshøj Torv,173 eller 154A,3,Andre faste tællinger,14447,"5,8",16900,18900,5003,"1,4",5200,6100,,,,,,,,,,,20150527,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/J5hF5ZHqpZ.pdf,5.80000019,1.39999998,186,,,,POINT (12.5000085839954 55.70450968678197)
trafiktaelling.84,121,Fælledvej,nordøst for Nørrebrogade,3 eller 4,3,Andre faste tællinger,3178,"9,1",3700,4200,7690,"3,1",7900,9400,,,,,,,,,,,20170920,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MK8l5pNqU1.pdf,9.10000038,3.0999999,62,,,,POINT (12.559763803403113 55.6885602649865)
trafiktaelling.85,122,Gammel Kongevej,vest for Stenogade,23,2,Søsnittet,7493,"5,5",8800,9800,14620,"2,5",15100,17800,,,,,,,,,,,20180904,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/Eg5Q1BkKSH.pdf,5.5,2.5,126,,,,POINT (12.555967785033214 55.67392688910391)
trafiktaelling.86,123,Gl. Køge Landevej,syd for Toftegårds Plads,20 A eller 39,3,Andre faste tællinger,18910,"3,9",22100,24800,3631,"2,3",3700,4400,,,,,,,,,,,20170419,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/tXSqvtejHV.pdf,3.9000001,2.29999995,430,,,,POINT (12.514695356844266 55.65905935438945)
trafiktaelling.87,127,Gothersgade,vest for kongens Nytorv,2 eller 5,3,Andre faste tællinger,5171,"5,3",6100,6800,11453,"3,6",11800,14000,,,,,,,,,,,20180927,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/O4ccm4T4VN.pdf,5.30000019,3.5999999,157,,,,POINT (12.584855715162341 55.68156864607603)
trafiktaelling.88,129,Bryggebroen,cykel- og gangbro,,2,Søsnittet,,,,,19889,"2,0",20500,24300,3828,4500,4600,,,,,,,4500,20180918,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/zrmOYENWz3.pdf,,2,0,,,,POINT (12.566332332461757 55.661678105791204)
trafiktaelling.89,132,Hillerødgade,øst for Nattergalevej,62,3,Andre faste tællinger,8500,"3,4",9900,11100,5500,"1,4",5700,6700,,,,,,,,,,,20140429,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AP4cr4a1U2.pdf,3.4000001,1.39999998,263,,,,POINT (12.531994374434866 55.69682196140082)
trafiktaelling.90,136,Holmens kanal,syd for Vingårdsstræde,2 eller 5,3,Andre faste tællinger,21201,"5,1",24800,27800,10683,"1,5",11000,13000,,,,,,,,,,,20160518,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/hum7yGH9V0.pdf,5.0999999,1.5,391,,,,POINT (12.585985653091363 55.67854401718392)
trafiktaelling.91,138,Hulgårdsvej,nord for Hillerødgade,4A eller 29,3,Andre faste tællinger,21927,"2,2",25700,28700,1958,"1,2",2000,2400,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Q74iAtX023.pdf,2.20000005,1.20000005,298,,,,POINT (12.512503656548168 55.69619352707261)
trafiktaelling.92,151,Lygten,syd for Drejervej,3A eller 2B,3,Andre faste tællinger,10668,"3,8",12500,14000,6935,"2,7",7100,8500,,,,,,,,,,,20171011,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/HIupQiUN5B.pdf,3.79999995,2.70000005,93,,,,POINT (12.537411566532827 55.70197538762556)
trafiktaelling.93,157,Nyhavnsbroen,nord for Holbergsgade,ingen,3,Andre faste tællinger,9029,"4,1",10600,11800,4429,"2,6",4600,5400,,,,,,,,,,,20161011,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bN67iWzLLo.pdf,4.0999999,2.5999999,99,,,,POINT (12.591300660819112 55.67965165246201)
trafiktaelling.94,161,Åbuen,Cykel- og gangbro over Ågade,,3,Andre faste tællinger,,,,,7414,"2,3",7600,9000,764,900,900,,,,,,,900,20180920,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/lFhSLFgTHG.pdf,,2.29999995,0,,,,POINT (12.545133225426333 55.68656014647919)
trafiktaelling.95,166,Nørrebrogade,nordvest for Jagtvej,148 eller 157,3,Andre faste tællinger,6361,"10,7",7400,8300,23787,"3,0",24500,29000,,,,,,,,,,,20180913,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/neUJTCtHbO.pdf,10.69999981,3,119,,,,POINT (12.548233818149361 55.69473241036392)
trafiktaelling.96,170,Nørre Søgade,sydvest for Vendersgade,7,3,Andre faste tællinger,24514,"1,8",28700,32100,11222,"2,8",11600,13700,,,,,,,,,,,20180925,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/jsxIWYQtZp.pdf,1.79999995,2.79999995,369,,,,POINT (12.564253839393876 55.685124266082234)
trafiktaelling.97,171,Peter Bangs Vej,nord for Roskildevej,283,3,Andre faste tællinger,16195,"2,2",18900,21200,2094,"1,3",2200,2600,,,,,,,,,,,20181127,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/1ZRCoej08G.pdf,2.20000005,1.29999995,249,,,,POINT (12.483558462641122 55.67352182678299)
trafiktaelling.98,176,Rebildvej,sydvest for Dybendalsvej,20A,3,Andre faste tællinger,17652,"2,9",20700,23100,1836,"1,0",1900,2200,,,,,,,,,,,20150505,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/fXlHrhZCIL.pdf,2.9000001,1,243,,,,POINT (12.504013044387477 55.69003800744332)
trafiktaelling.99,179,Røde Mellemvej,syd for Sundbyvestervej,93 eller 96,3,Andre faste tællinger,10803,4,12600,14200,2845,"4,1",2900,3500,,,,,,,,,,,20140603,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Pai3qqNZgf.pdf,4,4.0999999,369,,,,POINT (12.591870224481088 55.64558930758709)
trafiktaelling.100,184,Slotsherrensvej,nord for Jyllingevej,1,3,Andre faste tællinger,8873,"1,6",10400,11600,2233,"2,4",2300,2700,,,,,,,,,,,20181113,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/P8J3DmlZtb.pdf,1.60000002,2.4000001,117,,,,POINT (12.493649088480336 55.69417606285978)
trafiktaelling.101,191,Stormgade,nordøst for Vester Voldgade,14 E,3,Andre faste tællinger,10276,"12,9",12000,13500,8766,"2,8",9000,10700,,,,,,,,,,,20190926,2019,https://kk.sites.itera.dk/apps/kk_trafik/pdf/5Op3VO9OT9.pdf,12.89999962,2.79999995,239,,231,,POINT (12.57364869460364 55.674707111539924)
trafiktaelling.102,194,Strandvejen,syd for Callisensvej,,1,Kommunegrænsen,15206,"4,6",17800,19900,7679,"2,4",7900,9400,,,,,,,,,,,20180516,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/O7DSDC0oPK.pdf,4.5999999,2.4000001,147,,,,POINT (12.576238173524652 55.72883669346155)
trafiktaelling.103,195,Strandvænget,ud for Roklubberne,42 eller 61,3,Andre faste tællinger,13419,"8,4",15700,17600,2900,"2,2",3000,3500,,,,,,,,,,,20170831,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/yzB5Cu3SIA.pdf,8.39999962,2.20000005,1034,,,,POINT (12.586158262593992 55.713457259135154)
trafiktaelling.104,196,Svanemøllebroen,ved stationen,,3,Andre faste tællinger,16044,"3,0",18800,21000,8285,"1,9",8500,10100,,,,,,,,,,,20170906,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/GrTVyZ4BFi.pdf,3,1.89999998,127,,,,POINT (12.577435677118277 55.716177077721326)
trafiktaelling.105,202,Tietgensbro,Tietgensgade 39,39,3,Andre faste tællinger,8726,8,10200,11400,8669,"2,6",8900,10600,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/B1ajiQbbWh.pdf,8,2.5999999,291,,,,POINT (12.566819590887349 55.67121065622802)
trafiktaelling.106,203,Toftegårdsbroen,øst for Valby Station,ingen,3,Andre faste tællinger,22396,"4,8",26200,29300,6301,"3,0",6500,7700,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/I4uBNg1VWl.pdf,4.80000019,3,429,,,,POINT (12.516229377445395 55.66375539412426)
trafiktaelling.107,204,Tomsgårdsvej,nord for Frederikssundsvej,3 eller 4,3,Andre faste tællinger,27906,"2,5",32700,36600,3403,"1,3",3500,4200,,,,,,,,,,,20150507,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/cqGHoPvmk1.pdf,2.5,1.29999995,514,,,,POINT (12.521782649305086 55.706433033894655)
trafiktaelling.108,210,Valby Langgade,øst for Nakskovvej,192,3,Andre faste tællinger,9212,"3,3",10800,12100,4390,"3,2",4500,5400,,,,,,,,,,,20180614,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/woTyPtQ370.pdf,3.29999995,3.20000005,129,,,,POINT (12.492999492499482 55.66937200862737)
trafiktaelling.109,211,Valby Langgade,vest for Vestervang,241 eller 260,3,Andre faste tællinger,3400,"2,1",4000,4500,800,"1,5",800,1000,,,,,,,,,,,20130514,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Szu4S0lRnr.pdf,2.0999999,1.5,61,,,,POINT (12.484198727622587 55.67174703184804)
trafiktaelling.110,212,Vejlands Allé,vest for Røde Mellemvej,140,3,Andre faste tællinger,18797,"4,9",22000,24600,2191,"3,6",2300,2700,,,,,,,,,,,20180613,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/GR1YKNuINd.pdf,4.9000001,3.5999999,702,,,,POINT (12.590998208040155 55.64247929041645)
trafiktaelling.111,213,Vermlandsgade,øst for Herjedalsgade,31,3,Andre faste tællinger,15827,"6,6",18500,20700,5448,"2,6",5600,6600,,,,,,,,,,,20140506,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/pLz6nfu1iK.pdf,6.5999999,2.5999999,918,,,,POINT (12.603504596833632 55.6685097641376)
trafiktaelling.112,217,Vestergade,sydvest for Larsbjørnsstræde,16,100,Øvrige tællinger,887,"3,8",1000,1200,6082,,6300,7400,,,,,,,,,,,20150924,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/xa2KLjGSmY.pdf,3.79999995,,34,,,,POINT (12.569843702519954 55.67751142880136)
trafiktaelling.113,218,Vester Voldgade,nordvest for Rådhuspladsen,14 eller 33,3,Andre faste tællinger,2277,36,2700,3000,5862,,6000,7200,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AlI81YYS6W.pdf,36,,403,,,,POINT (12.56790105639275 55.67705949302887)
trafiktaelling.114,221,Vigerslev Allé,vest for Enghavevej,1A,3,Andre faste tællinger,14500,"3,9",17000,19000,4000,"1,1",4100,4900,,,,,,,,,,,20111006,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/mAyEtCEpG8.pdf,3.9000001,1.10000002,,,,,POINT (12.53979966103139 55.662798150064866)
trafiktaelling.115,223,Vigerslev Allé,øst for Retortvej,141 eller 156,3,Andre faste tællinger,13600,"5,1",15900,17800,2800,"1,7",2900,3400,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Av5I9kWGU9.pdf,5.0999999,1.70000005,285,,,,POINT (12.49819552100805 55.659840110043966)
trafiktaelling.116,226,Vigerslevvej,nordvest for Gammel Køge Landevej,350,3,Andre faste tællinger,3200,"4,5",3700,4200,500,,500,600,,,,,,,,,,,20110407,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/MXfeGRbFev.pdf,4.5,,59,,,,POINT (12.500896609491463 55.64311133835351)
trafiktaelling.117,228,Øresundsvej,vest for Kastrupvej,49 eller 50,3,Andre faste tællinger,5953,3,7000,7800,4041,,4200,4900,,,,,,,,,,,20140522,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/kmYA0ur55J.pdf,3,,118,,,,POINT (12.612771649757864 55.660257930740684)
trafiktaelling.118,232,Østerbrogade,syd for Jagtvej,154,3,Andre faste tællinger,15100,"4,5",17700,19800,12048,"2,6",12400,14700,,,,,,,,,,,20180505,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/Bxm6E9hMx9.pdf,4.5,2.5999999,187,,,,POINT (12.577422195632968 55.708661689376065)
trafiktaelling.119,234,Øster Farimagsgade,sydvest for Lille Triangel,91,3,Andre faste tællinger,6303,"7,2",7400,8300,7454,"2,5",7700,9100,,,,,,,,,,,20140902,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/BlqhWqPNzg.pdf,7.19999981,2.5,193,,,,POINT (12.579452594425002 55.695142622656924)
trafiktaelling.120,237,Øster Søgade,sydvest for Lille Triangel,110,3,Andre faste tællinger,2600,"2,1",3000,3400,3800,,3900,4600,,,,,,,,,,,20090915,2009,http://kk.sites.itera.dk/apps/kk_trafik/pdf/maSinIeZzv.pdf,2.0999999,,,,,,POINT (12.57885555254339 55.69560114227417)
trafiktaelling.121,240,Ålekistevej,nord for Peter Bangs Vej,20,3,Andre faste tællinger,11622,"2,5",13600,15200,1952,"2,5",2000,2400,,,,,,,,,,,20181218,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/cNkzwytSNs.pdf,2.5,2.5,117,,,,POINT (12.486200462958802 55.6774352762177)
trafiktaelling.122,241,Ålekistevej,syd for Slotsherrensvej,231,3,Andre faste tællinger,9703,"5,1",11400,12700,2975,"1,6",3100,3600,,,,,,,,,,,20180628,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/YMGA0JOGOJ.pdf,5.0999999,1.60000002,110,,,,POINT (12.479075258756431 55.69726228711753)
trafiktaelling.123,242,Ålholmvej,nord for Roskildevej,29 eller 30,3,Andre faste tællinger,11431,"5,1",13400,15000,2475,"2,3",2500,3000,,,,,,,,,,,20181023,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/eLdfmvoEyt.pdf,5.0999999,2.29999995,173,,,,POINT (12.488670643823333 55.67303495187127)
trafiktaelling.124,245,Amager Fælledvej,syd for Sundholmsvej,52,3,Andre faste tællinger,12627,"4,9",14800,16500,4839,"3,1",5000,5900,,,,,,,,,,,20140506,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/leUyBaC8RP.pdf,4.9000001,3.0999999,429,,,,POINT (12.593784307072147 55.6622484043954)
trafiktaelling.125,255,Blegdamsvej,sydvest for Trianglen,31,3,Andre faste tællinger,7224,6,8500,9500,6627,"2,5",6800,8100,,,,,,,,,,,20160512,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FhQPiyNpkW.pdf,6,2.5,179,,,,POINT (12.57541028815649 55.69849550371397)
trafiktaelling.126,258,Classensgade,øst for Østerbrogade,10,3,Andre faste tællinger,3747,"4,5",4400,4900,4159,"3,2",4300,5100,,,,,,,,,,,20140902,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/XWZSZ4ihEk.pdf,4.5,3.20000005,86,,,,POINT (12.580652334787487 55.69647486192935)
trafiktaelling.127,259,Emdrupvej,øst for Tuborgvej,ingen,3,Andre faste tællinger,4700,,5500,6200,,,,,,,,,,,,,,,20100604,2010,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FchkEgKAaI.pdf,,,,,,,POINT (12.546243454030455 55.721598775174414)
trafiktaelling.128,270,Gothersgade,øst for Nørre Voldgade,115,3,Andre faste tællinger,8853,"5,4",10400,11600,18933,"2,7",19500,23100,,,,,,,,,,,20180926,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/PgXWq9YUEk.pdf,5.4000001,2.70000005,249,,,,POINT (12.574605635913462 55.684319751246825)
trafiktaelling.129,275,Hamletsgade,nordøst for Nannasgade,13,3,Andre faste tællinger,5400,"1,3",6300,7100,2100,2,2200,2600,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/X9qrErjqAT.pdf,1.29999995,2,66,,,,POINT (12.545677974815254 55.70175857800831)
trafiktaelling.130,275,Hamletsgade,nordøst for Nannasgade,13,3,Andre faste tællinger,5418,"1,3",6300,7100,2067,2,2100,2500,,,,,,,,,,,20140423,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/oEVQuS5eai.pdf,1.29999995,2,66,,,,POINT (12.545677974815254 55.70175857800831)
trafiktaelling.131,276,Hammerichsgade,sydvest for H.C. Andersens Boulevard,14,3,Andre faste tællinger,8282,"7,9",9700,10800,6680,"2,0",6900,8100,,,,,,,,,,,20180905,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/e9O7yfuJyr.pdf,7.9000001,2,479,,,,POINT (12.564288130384158 55.678086368264545)
trafiktaelling.132,298,Lyrskovgade,øst for Vester Fælledvej,36,3,Andre faste tællinger,2628,"2,4",3100,3400,2649,,2700,3200,1190,1400,1400,,,,,,,1400,20171005,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/txN8nuv63P.pdf,2.4000001,,0,,,,POINT (12.540763765255178 55.66840513635533)
trafiktaelling.133,300,Løngangsstræde,nordøst for Vester Voldgade,37,3,Andre faste tællinger,1546,"4,6",1800,2000,1260,,1300,1500,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/TAPADwVfJL.pdf,4.5999999,,48,,,,POINT (12.572370905125684 55.67532814692513)
trafiktaelling.134,309,Peder Lykkes Vej,øst for Røde Mellemvej,105,3,Andre faste tællinger,8870,"3,2",10400,11600,3617,"2,1",3700,4400,,,,,,,,,,,20140603,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/B6xGIo64OG.pdf,3.20000005,2.0999999,71,,,,POINT (12.595361987487026 55.6549506072329)
trafiktaelling.135,332,Studiestræde,øst for Vester Voldgade,40 eller 45,3,Andre faste tællinger,108,"7,4",100,100,3034,,3100,3700,,,,,,,,,,,20151001,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/RrOTHdG0lC.pdf,7.4000001,,8,,,,POINT (12.567597366293825 55.677921328489916)
trafiktaelling.136,341,Uplandsgade,nordvest for Prags Boulevard,74,3,Andre faste tællinger,9736,"10,1",11400,12800,1028,"3,1",1100,1300,,,,,,,,,,,20140506,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/lYtT1J68Oe.pdf,10.10000038,3.0999999,879,,,,POINT (12.617216032690916 55.66898489618827)
trafiktaelling.137,359,Århusgade,vest for Østbanegade,101 -103,3,Andre faste tællinger,1851,"16,9",2200,2400,2057,,2100,2500,,,,,,,,,,,20150408,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/vgFwgc3iSU.pdf,16.89999962,,38,,,,POINT (12.58794659029224 55.70695222377981)
trafiktaelling.138,360,Amager Strandvej,syd for Prags Boulevard,16,3,Andre faste tællinger,7968,"12,1",9300,10400,1024,"1,6",1100,1200,,,,,,,,,,,20160830,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/jLBAbyrMle.pdf,12.10000038,1.60000002,840,,,,POINT (12.625904807236981 55.6689728248219)
trafiktaelling.139,363,Islands Brygge,under Langebro,1A,3,Andre faste tællinger,4135,"2,9",4800,5400,6922,,7100,8400,,,,,,,,,,,20140522,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AGIwEfck7x.pdf,2.9000001,,83,,,,POINT (12.579904268365846 55.669311457154286)
trafiktaelling.140,377,Fiolstræde,syd for Nørre Voldgade,33,3,Andre faste tællinger,257,,300,300,1290,,1300,1600,13918,16300,16800,,,,,,,16300,20180619,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/nTihHdx9zj.pdf,,,0,,,,POINT (12.571810503303972 55.68244314086547)
trafiktaelling.141,381,Sjælør Boulevard,nord for Ellebjergvej,55,3,Andre faste tællinger,7100,"7,2",8300,9300,2900,,3000,3500,,,,,,,,,,,20121003,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/AJ4PjZaIf2.pdf,7.19999981,,97,,,,POINT (12.527849082219781 55.650801347764755)
trafiktaelling.142,384,Roskildevej,vest for Skellet,130,3,Andre faste tællinger,17782,"3,3",20800,23300,2300,"1,4",2400,2800,,,,,,,,,,,20160427,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/77qBJQ0URZ.pdf,3.29999995,1.39999998,259,,,,POINT (12.493865138395437 55.67248296576628)
trafiktaelling.143,392,Landlystvej,vest for Engdals Allé,ingen,1,Kommunegrænsen,4691,"1,0",5500,6100,1429,,1500,1700,,,,,,,,,,,20180607,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/FeyRdncH1D.pdf,1,,44,,,,POINT (12.477994530667289 55.66045737251951)
trafiktaelling.144,397,Blegdamsvej,sydvest for Fredensgade,38,3,Andre faste tællinger,4744,"6,3",5600,6200,6653,"2,8",6900,8100,,,,,,,,,,,20160512,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/f4tbDnDfw6.pdf,6.30000019,2.79999995,93,,,,POINT (12.565580692425566 55.69324886175112)
trafiktaelling.145,414,Husumvej,nord for Tølløsevej,19,3,Andre faste tællinger,7344,"2,2",8600,9600,2467,"1,9",2500,3000,,,,,,,,,,,20180626,2018,https://kk.sites.itera.dk/apps/kk_trafik/pdf/LLT8hOUn0M.pdf,2.20000005,1.89999998,65,,,,POINT (12.480355661007549 55.69928706880264)
trafiktaelling.146,418,Nørre Allé,syd for Tagensvej,45,3,Andre faste tællinger,4500,"2,2",5300,5900,7200,"1,8",7400,8800,,,,,,,,,,,20130523,2013,http://kk.sites.itera.dk/apps/kk_trafik/pdf/NaNB5jKGkH.pdf,2.20000005,1.79999995,94,,,,POINT (12.561380136458874 55.69551076059095)
trafiktaelling.147,445,Ved Stadsgraven,nordøst for Amager Boulevard,13,3,Andre faste tællinger,16631,"7,0",19500,21800,3168,"2,5",3300,3900,,,,,,,,,,,20170523,2017,http://kk.sites.itera.dk/apps/kk_trafik/pdf/beRSG7eGNp.pdf,7,2.5,922,,,,POINT (12.592889163763974 55.66795540243491)
trafiktaelling.148,467,Rådvadsvej,vest for Frederiksborgvej,139 eller 140,3,Andre faste tællinger,2858,"1,1",3300,3700,461,,500,600,,,,,,,,,,,20140507,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/bkVG3u6kc2.pdf,1.10000002,,25,,,,POINT (12.529691551199551 55.720915386409345)
trafiktaelling.149,477,Englandsvej,syd for Sundbyvestervej,148,3,Andre faste tællinger,8592,"3,5",10100,11300,2160,"3,8",2200,2600,,,,,,,,,,,20140520,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sJY2Y1vbnU.pdf,3.5,3.79999995,146,,,,POINT (12.598168598146442 55.64573286252504)
trafiktaelling.150,478,Jagtvej,øst for Lyngbyvej,175,3,Andre faste tællinger,15272,"4,5",17900,20000,10085,"2,6",10400,12300,,,,,,,,,,,20180524,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/ML67wAE42N.pdf,4.5,2.5999999,320,,,,POINT (12.564051414660698 55.706747764334814)
trafiktaelling.151,479,Tagensvej,nordvest for Jagtvej,40 eller 41,3,Andre faste tællinger,15113,"4,1",17700,19800,10019,"1,8",10300,12200,,,,,,,,,,,20160922,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/OMEXE47BWJ.pdf,4.0999999,1.79999995,276,,,,POINT (12.553719497333727 55.69951000919431)
trafiktaelling.152,481,Ågade,vest for Jagtvej,114,3,Andre faste tællinger,41600,"2,3",48700,54500,4600,1,4700,5600,,,,,,,,,,,20120904,2012,http://kk.sites.itera.dk/apps/kk_trafik/pdf/QSbPg6ixwe.pdf,2.29999995,1,657,,,,POINT (12.541090617224029 55.68805241544051)
trafiktaelling.153,482,Gammel Jernbanevej,øst for Toftegårds Allé,43 eller 46,3,Andre faste tællinger,4000,"2,3",4700,5200,1600,,1600,2000,,,,,,,,,,,20110412,2011,http://kk.sites.itera.dk/apps/kk_trafik/pdf/qZus2QyD92.pdf,2.29999995,,54,,,,POINT (12.51685576884347 55.66436389948568)
trafiktaelling.154,487,Holbækmotorvejen,vest for Sønderkær,ingen,1,Kommunegrænsen,44053,"3,5",51500,57700,0,"0,0",0,0,,,,,,,,,,,20180607,2018,http://kk.sites.itera.dk/apps/kk_trafik/pdf/sNOH3iZmDW.pdf,3.5,0,1392,,,,POINT (12.485946731730262 55.65269105998585)
trafiktaelling.155,488,Folehaven,vest for Retortvej,59 eller 72,3,Andre faste tællinger,34878,"3,9",40800,45700,1222,"0,9",1300,1500,,,,,,,,,,,20161102,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/PQYwnri876.pdf,3.9000001,0.89999998,1102,,,,POINT (12.501751508270814 55.65122258760665)
trafiktaelling.156,491,Webersgade,nordvest for Øster Farimagsgade,1 eller 4,3,Andre faste tællinger,8375,"6,5",9800,11000,5408,"1,8",5600,6600,,,,,,,,,,,20150929,2015,http://kk.sites.itera.dk/apps/kk_trafik/pdf/DtWDn9Wy5k.pdf,6.5,1.79999995,94,,,,POINT (12.574226254035741 55.69014553168485)
trafiktaelling.157,492,Sundholmsvej,øst for Amager Fælledvej,17,3,Andre faste tællinger,6919,"2,7",8100,9100,5933,"3,1",6100,7200,,,,,,,,,,,20140506,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/WHcfGRQizK.pdf,2.70000005,3.0999999,110,,,,POINT (12.595291980443376 55.662484193830316)
trafiktaelling.158,493,Irlandsvej,nord for Følfodvej,119,3,Andre faste tællinger,2718,"0,8",3200,3600,1491,,1500,1800,,,,,,,,,,,20140520,2014,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YbWPhKoe7J.pdf,0.80000001,,22,,,,POINT (12.608018355169454 55.63957175798437)
trafiktaelling.159,495,Haraldsgade,vest for Lyngbyvej,107 eller 110,3,Andre faste tællinger,5522,"7,1",6500,7200,2787,"2,1",2900,3400,,,,,,,,,,,20160519,2016,http://kk.sites.itera.dk/apps/kk_trafik/pdf/YfjNlHOpXP.pdf,7.0999999,2.0999999,94,,,,POINT (12.560465771275801 55.70982157671317)
